id,name,artists,album,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
33ZIrplTLyWCKhlWzRadxL,Saayaali,Sathyaprakash | Chinmayi,Adanga Maru (Original Motion Picture Soundtrack),2018,50,0.673,0.619,2,-5.969,1,0.0296,0.243,3.88e-06,0.0769,0.406,115.045,308022,3
5y0PXkDyefSKQauonvsB4O,The Yellow Rose of Texas / The Eyes of Texas,Elvis Presley | ,Elvis Sings Flaming Star,1968,34,0.606,0.404,8,-13.28,1,0.121,0.606,2.13e-06,0.124,0.788,119.793,175440,4
1A8s182NfOT6dOXjPsWfTn,Thunder in the Rain,Kane Brown | ,Kane Brown,2016,52,0.549,0.877,6,-5.008,1,0.0317,0.000555,0.0,0.0969,0.377,110.963,164920,4
1Ly3sQABkGYruk0s8XF6US,Can't Get Enough,Tamia | ,Between Friends,2006,58,0.766,0.454,8,-4.324,1,0.289,0.0836,0.0,0.102,0.281,143.951,229027,4
43r6mwGvW1WUbB2qNnJ4Em,May Madham,Devan Ekambaram | Sujatha,Shajahaan,2001,43,0.632,0.478,9,-11.873,1,0.0522,0.331,0.00412,0.0594,0.666,93.911,314003,4
7CY0CmCpSglfUKCBOOiRfw,Illegal Weapon 2.0,Jasmine Sandlas | Garry Sandhu,Street Dancer 3D,2020,67,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,188606,4
4Hq81wGdNnsU47S180Nr0G,The Love for Three Oranges  Act III Scene 3: We're alone  at last  my marmalade  my dessert  my true love (Prince  Ninetta  Eccentrics  Lyrics),Sergei Prokofiev | Ali McGregor,Prokofiev: The Love for Three Oranges,2005,0,0.234,0.126,4,-22.579,0,0.0645,0.962,2.2e-05,0.164,0.0397,85.484,486544,3
5OkKOkdVTKFrYi6GWXkMzR,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Dean Martin | ,This Is Dean Martin,1958,68,0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,181627,4
46BZyn6CrlF8LeR2KXepkO,"Padichi Parthen - From ""Polladhavan""",Kabilan | G. V. Prakash,"Padichi Parthen (From ""Polladhavan"")",2007,62,0.646,0.956,1,-6.404,1,0.264,0.103,0.0017,0.0841,0.605,79.85,260441,4
17LZKLjQxH2w67xMa8mWML,J'irai où tu iras (with Jean-Jacques Goldman),Céline Dion | Jean-Jacques Goldman,D'Eux,1995,61,0.604,0.963,7,-5.572,1,0.0906,0.273,6.62e-06,0.374,0.695,174.718,205800,4
6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),Mac Miller | Miguel,GO:OD AM,2015,78,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080,4
0PggkxcFf0bb29LsDIC7Rp,Aalappol Velappol,S. P. Balasubrahmanyam | K. S. Chithra,Ejjaman (Original Motion Picture Soundtrack),1993,39,0.826,0.618,1,-7.645,1,0.0349,0.322,6.64e-06,0.0659,0.94,128.078,304849,4
1jd0C1XqXyXlCPzQNk1Bpp,Trap Door,Rebelution | ,Free Rein,2018,43,0.735,0.542,5,-7.746,0,0.0339,0.00232,0.000736,0.093,0.554,83.533,292429,4
0rF4iuU0xN91duQygE0Pt1,"Mayilrage (From ""Ah…Aah"")",Madhusree | Naresh Iyer,Super Hits of Vaali  Vol. 2,2013,52,0.732,0.654,8,-7.583,0,0.0396,0.464,5.49e-05,0.123,0.724,122.049,322862,4
4I4aQGNJ2HufloNtB65nxR,That's Amore,Dean Martin | Dick Stabile And His Orchestra,Dean Martin: The Capitol Recordings  Vol. 4 (1952-1954),1954,64,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,190400,4
4MjI2yUCVS8bReGNHNGGD4,Podaa Podi,Dharan Kumar | Benny Dayal,Podaa Podi (Original Motion Picture Soundtrack),2012,45,0.754,0.562,11,-4.815,0,0.0339,0.157,0.0,0.0876,0.562,96.03,299440,4
26spalP6x2gUAab8rwB8dQ,Gentleman,PSY | ,Tik Tock Hits 2020,2020,61,0.882,0.736,3,-2.892,0,0.116,0.00222,0.0,0.0515,0.582,125.995,194547,4
29RcVe2M9l8rHyWHffBmjf,Last Dance - Single Version,Donna Summer | ,Walk Away - Collector's Edition The Best Of 1977-1980,1980,60,0.341,0.721,3,-10.311,1,0.0801,0.131,0.00029,0.216,0.237,126.351,199800,4
2PHtuaDJWpRAMLSSOkahel,Take Me Back,RadAttack | ,Take Me Back,2023,62,0.59,0.724,0,-10.213,0,0.0306,0.166,7.8e-06,0.296,0.625,125.032,269717,4
2mWfFx6HEDYVgFxaisWqP3,I'm Leaving,Rileyy Lanez | ,I'm Leaving,2019,48,0.821,0.328,2,-11.709,1,0.127,0.409,0.0,0.125,0.204,116.989,151800,4
5N3NyI1SeoenRrCTMv5tp6,"H.A.T.E.U. - Jason Nevins ""Loves U"" Remix / Just Dance 3",Mariah Carey | Jason Nevins,Just Dance 3,2010,16,0.618,0.924,3,-3.736,1,0.0406,0.0177,0.0,0.356,0.618,126.98,234067,4
2JGFuf8hZA0RPZjc5s4tzi,Seer Kondu Va,S. P. Balasubrahmanyam | S. Janaki,Naan Paadum Paadal (Original Motion Picture Soundtrack),1984,25,0.589,0.525,9,-8.97,1,0.0283,0.571,3.05e-06,0.137,0.81,126.19,269227,4
1qimDZEBflJE25RXkF24Yg,WYM Freestyle,Doja Cat | ,Scarlet,2023,70,0.895,0.486,1,-5.937,1,0.273,0.00449,0.00733,0.119,0.375,144.064,124107,4
7FO2NcVKKFw7vYYcv54MWt,Kokkara Kozhi,G. V. Prakash | Chinna Ponnu,Saivam (Original Motion Picture Soundtrack),2014,18,0.967,0.757,6,-8.738,1,0.117,0.551,0.000145,0.0801,0.859,120.015,189000,4
34oB5r0lcN3fYWCs2uA1k5,The Cure,Lady Gaga | ,The Cure,2017,67,0.697,0.506,8,-4.863,1,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364,4
4yGTNAnhlbSxrVdTC7fYIS,PRETTY WHEN U CRY,PLVTINUM | ,PRETTY WHEN U CRY,2023,56,0.653,0.752,11,-5.603,0,0.0406,0.0273,0.000206,0.0966,0.452,106.939,106901,4
3i7qScF9Oyp31O9bAutJez,Mallipoo,A.R. Rahman | Madhushree,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),2022,71,0.715,0.654,2,-7.266,1,0.336,0.196,0.000117,0.0667,0.762,175.589,245366,3
6TEPHCFsVz4C0giqDPRFmO,Unnaal Unnaal,A.R. Rahman | Hariharan,Ambikapathy (Original Motion Picture Soundtrack),2013,45,0.654,0.657,2,-8.806,1,0.0345,0.663,0.0,0.0714,0.586,114.985,308000,4
4WahGHVSZmo7PuxtH8z6XL,Gnyabagam Varugiradha (Vishwaroopam),Aravind Srinivas | Sarath Santosh,Vishwaroopam Ii,2018,40,0.442,0.694,11,-10.747,0,0.072,0.0531,0.265,0.218,0.233,164.604,205206,3
1elKIQ400doWkWgzs44uFm,Thendral Vanthu Theendumbothu,Ilaiyaraaja | Manivannan,Avatharam (Original Motion Picture Soundtrack),1995,47,0.566,0.505,4,-11.662,0,0.0391,0.716,7.46e-05,0.321,0.544,129.865,318015,4
4SBc2CvLjJraxFD61jMEnK,It’s Sunday,Frank Sinatra | ,Reprise Rarities (Vol. 2),2021,19,0.461,0.148,8,-15.944,1,0.0343,0.968,0.000197,0.0957,0.21,87.157,217516,4
6EwRpLL5QThnF2k1sZzQpC,Kadhal Oru Aagayam,Hiphop Tamizha | Teejay,Imaikkaa Nodigal (Original Motion Picture Soundtrack),2018,69,0.488,0.585,5,-4.39,0,0.0263,0.664,0.0,0.386,0.399,143.96,161763,4
5CdOqNxkQ7054Rp86f5OWi,Lay Low,Josh Turner | ,Deep South,2017,51,0.634,0.679,11,-5.922,1,0.0282,0.0794,0.000125,0.116,0.377,109.005,260853,4
2TZ1apxMDlubCGMsOxcTbT,Come Clean,Hilary Duff | ,Metamorphosis,2003,62,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,0.454,118.096,214560,4
4g9VvOS1WpFp2FZVSzvIZA,Poovukkul,Unnikrishnan | Sujatha,Jeans (Original Motion Picture Soundtrack),1998,63,0.755,0.517,7,-9.557,1,0.0283,0.115,1.83e-06,0.109,0.292,104.015,413425,4
7MDAV53lpkOtuAZMN91jg6,Anbe En Anbe,Harris Jayaraj | Harish Raghavendra,Dhaam Dhoom (Original Motion Picture Soundtrack),2008,66,0.778,0.418,11,-8.756,0,0.0482,0.311,5.52e-05,0.278,0.594,121.987,304400,4
4gi7NJjDFNUE9bnwFrG3qc,Palayathamma Nee Pasavilakku,S.A. Rajkumar | K. S. Chithra,Palayathu Amman,2000,28,0.564,0.922,8,-9.165,1,0.303,0.693,0.108,0.546,0.752,127.908,259767,4
5PZABkewlonmgC8wTaIVEr,Pesamal Pesi Parthen,Karthik | ,Devi (Original Motion Picture Soundtrack),2016,24,0.711,0.45,1,-8.432,0,0.0499,0.406,0.0,0.162,0.686,92.021,273976,4
3YPO5LN7zi8HJ8M3b8FU8L,Living In My Head,Kesha | ,Gag Order,2023,32,0.498,0.245,2,-6.431,0,0.0319,0.968,5.76e-05,0.141,0.498,77.961,186773,4
2md2i5QvelRFnafpnd6LOg,Meant to Live,Switchfoot | ,The Beautiful Letdown (Deluxe Version),2003,66,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,201373,4
3k2UFDQ4u7PYx7jDgCvrtr,Kannaana Kanne,Sean Roldan | ,Naanum Rowdy Dhaan (Original Motion Picture Soundtrack),2015,50,0.266,0.565,2,-9.571,1,0.0545,0.516,0.0,0.134,0.497,195.065,267341,3
6qncY2YLbzPKrw16LmluIC,Nizhali Kathai Idhu,M. S. Viswanathan | Ilaiyaraaja,Vishwa Thulasi (Original Motion Picture Soundtrack),2023,11,0.573,0.463,9,-7.646,1,0.0384,0.817,0.0,0.105,0.549,94.498,252932,4
13wIQbwSuQ4YFvDvtQgSVc,Vaarayo Vaarayo,Harris Jayaraj | Unnikrishnan,Aadhavan (Original Motion Picture Soundtrack),2009,68,0.718,0.361,5,-9.74,0,0.0298,0.565,0.119,0.151,0.446,103.0,316680,4
6BJDY8MTg7rMoRdmtl4lD0,Aasaiye Kaathule,S. P. Sailaja | ,Ennuyir Nee Thaane,2020,61,0.707,0.553,5,-6.344,1,0.238,0.421,0.299,0.116,0.537,146.511,276505,4
6sPW145Y3LSXd4p1LjBOcS,Kanave Kanave,Anirudh Ravichander | ,David,2013,72,0.47,0.513,9,-10.076,0,0.0294,0.373,6.5e-06,0.123,0.477,95.015,284784,1
4Lm0D6ituSgOi1AXLhUqcx,"Rendu Kaadhal (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander | Shakthisree Gopalan,"Rendu Kaadhal (From ""Kaathuvaakula Rendu Kaadhal"")",2021,67,0.288,0.462,2,-8.91,0,0.0335,0.767,0.00704,0.112,0.217,159.53,260125,4
6XYQvYJzHjK5150Vl7NKfJ,"Kaadhal En Kaviye - From ""Salmon 3D""",Sid Sriram | Sreejith Edavana,"Kaadhal En Kaviye (From ""Salmon 3D"")",2021,73,0.625,0.34,6,-10.754,1,0.0371,0.655,1.28e-06,0.137,0.396,139.982,311558,4
4BE6wkneeq6H3M8s189sAN,MORE THAN YOU KNOW,blink-182 | ,FELL IN LOVE,2023,58,0.601,0.987,4,-3.006,1,0.117,0.000287,0.00438,0.0914,0.305,126.029,217188,4
4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa | ,Future Nostalgia,2020,77,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
5OymdurWn5XR332krbixtj,Iravinil Ulavavaa,Naresh Iyer | Shweta Pandit,David,2013,21,0.604,0.443,0,-8.425,1,0.0466,0.655,4.83e-05,0.114,0.635,149.905,212776,4
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey | Cedric Gervais,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),2013,77,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,4
4yRIktI3400rNDuTQh7qcS,Pallikkattu Sabarimalaikku,K. Veeramani | ,Pallikattu Sabarimalaikku,1983,31,0.387,0.641,2,-7.311,0,0.115,0.767,0.0,0.711,0.594,82.415,378280,4
2U3ENhffoGzWcoYoR0U4Lm,They Can't Take That Away From Me,Ella Fitzgerald | Louis Armstrong,Ella and Louis,1956,56,0.555,0.185,3,-15.313,1,0.0822,0.592,0.0,0.105,0.38,104.723,279733,4
0SsYlkXxZ5vkWOTsKxMfMz,Lonesome Town,Ricky Nelson | ,Ricky Sings Again (Expanded Edition / Remastered),1959,64,0.404,0.193,11,-12.501,1,0.0305,0.794,0.000296,0.103,0.273,77.026,134040,4
3baPniPXS0iEII8rDUJdYP,Monalisa,Lojay | Sarz,Monalisa,2022,77,0.828,0.726,10,-6.389,0,0.0419,0.106,0.00101,0.103,0.67,113.017,212976,4
3yOh5KqpTcKQr7tWiAMH6t,Pachamala Poovu,Ilaiyaraaja | S. P. Balasubrahmanyam,Kizhakku Vaasal (Original Motion Picture Soundtrack),1990,50,0.748,0.334,4,-12.745,1,0.0968,0.87,0.0038,0.0867,0.829,138.493,266146,3
0p0AuF581ZXbQosP1aCWQI,Thaaliyae Thevaiyillai,Hariharan | Bhavatharini,Thaamirabharani (Original Motion Picture Soundtrack),2006,42,0.706,0.567,0,-10.572,1,0.0343,0.101,0.0,0.0654,0.916,99.989,287133,4
18NWfZfWt7LG1mLzoXe849,Kanne Kalaimaane,K. J. Yesudas | ,Moondram Pirai (Original Motion Picture Soundtrack),1982,62,0.697,0.213,2,-14.761,1,0.0329,0.559,0.000843,0.319,0.778,108.829,244907,4
1wIfq9Zul77qAtokyLTlXr,Ava Enna,Harris Jayaraj | Karthik,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008,72,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,318493,4
3pX0e8OcK2dS0AftMrwkhp,Deivam Thantha,K. J. Yesudas | ,Aval Oru Thodarkathai (Original Motion Picture Soundtrack),1974,28,0.322,0.535,5,-10.589,1,0.0384,0.958,0.00176,0.129,0.59,90.274,277440,4
7igDjmhEhiwfdTatLCwMGR,Sri Ranga Ranganathanin,S. P. Balasubrahmanyam | Uma Ramanan,Mahanadhi (Original Motion Picture Soundtrack),1994,31,0.623,0.521,1,-7.995,1,0.115,0.503,0.0,0.167,0.74,173.997,290482,4
0Ob5avMcJufKJ6I8jaSewo,Sundari,S. P. Balasubrahmanyam | S. Janaki,Spb & S Janaki - Tamil Hits Vol-1,2017,55,0.612,0.406,8,-9.907,1,0.0315,0.725,7.52e-06,0.102,0.39,113.606,432457,4
7Fb3Y84WZfX45gdCgYl2Ij,Kuyilae Kuyilae,Ilaiyaraaja | S. P. Balasubrahmanyam,Kaadhal Oviyam (Original Motion Picture Soundtrack),1982,19,0.558,0.357,1,-9.862,0,0.0429,0.976,0.619,0.279,0.612,101.41,255040,4
2HEgBBls7l0smWTxPx0MtZ,These Boots Are Made for Walkin',Nancy Sinatra | ,Start Walkin' 1965-1976,2021,71,0.628,0.42,9,-10.547,1,0.177,0.395,2.55e-06,0.104,0.337,165.304,166133,4
6ItZePO36rFcl6xMCPZiD2,Azhiyilae,Harris Jayaraj | Haricharan,Dhaam Dhoom (Original Motion Picture Soundtrack),2008,43,0.839,0.295,0,-11.255,1,0.0676,0.679,0.0122,0.0897,0.588,131.833,164000,5
5sDMcLlD7io8fLb7htUEQV,Thaiya Tha Thaiya Tha,Bharadwaj | Amal Raj,Thiruttu Payale (Original Motion Picture Soundtrack),2006,23,0.671,0.821,0,-3.806,1,0.0326,0.424,0.0,0.112,0.735,149.921,301533,3
7mJZolnAgy5ZQNGYgQJkD2,Got to Get Better in a Little While (with J.J. Cale) - Live at Ipayone Center  San Diego  CA  3/15/2007,Eric Clapton | ,Live in San Diego,2016,32,0.614,0.911,11,-7.11,0,0.063,0.0234,0.193,0.761,0.73,108.913,574547,4
2kOH2QZB7F7I1iVXqwKuBF,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",Dhanush | Anirudh Ravichander,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",2022,71,0.789,0.536,9,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,142258,4
5PNZX8yqzqqAMPpl3UAoaP,Moongil Thottam,A.R. Rahman | Abhay Jodhpurkar,Kadal (Original Motion Picture Soundtrack),2012,65,0.501,0.371,7,-11.093,1,0.0291,0.891,0.000114,0.101,0.286,129.871,275093,3
0Vt8uXauV5ptF470jaap6i,"Inayae (From ""Thadam"")",Sid Sriram | Padmalatha,"Inayae (From ""Thadam"") - Single",2018,46,0.522,0.603,2,-5.995,1,0.0274,0.821,3.65e-05,0.0789,0.545,91.994,214374,4
56s4IHGnJVGZYcdOVmC3eb,I Love Life  Thank You,Mac Miller | ,I Love Life  Thank You,2022,58,0.57,0.865,7,-4.985,1,0.205,0.00644,6.43e-05,0.127,0.338,93.288,193288,4
1gyee1JuFFiP476LQpRMYU,The Red,Chevelle | ,Wonder What's Next (Expanded Edition),2002,74,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,3
6qkdPPgeGM1EXMc5Nkp36O,Poongaatru Puthithaanathu,K. J. Yesudas | ,Moondram Pirai (Original Motion Picture Soundtrack),1982,57,0.577,0.288,0,-15.325,1,0.053,0.103,0.0,0.105,0.704,89.406,254520,4
4Lh4E3SHwvJ77qanOQbGiT,I've Got Confidence,Elvis Presley | ,He Touched Me,1972,30,0.289,0.659,0,-12.065,1,0.106,0.704,0.0,0.624,0.862,68.245,140093,3
5hmRhU6fWzH0NjYmfhHjhp,Jump,Madonna | ,Confessions on a Dance Floor,2005,62,0.629,0.839,9,-7.061,1,0.0899,0.0018,0.0859,0.251,0.449,118.979,238560,4
78tblPcz2otRZd1VOeU7zz,"Kanja Poovu Kannala (From ""Viruman"")",Yuvan Shankar Raja | Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")",2022,69,0.72,0.692,8,-6.354,1,0.0894,0.291,0.0,0.177,0.52,110.011,237559,4
5gp8jL2dsIKWmaTNWxNTO8,Chinna Chinna Thooral,S. P. Balasubrahmanyam | Anuradha Sriram,Senthamizh Paattu (Original Motion Picture Soundtrack),1992,48,0.678,0.402,4,-12.488,0,0.087,0.549,0.0,0.124,0.641,80.519,306834,3
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach | ,Infest,2001,84,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem | ,The Marshall Mathers LP,2000,88,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
3PDV7A1ufKpw9mV2PxMLKB,Poovoma Oorgolam,Swarnalatha | S. P. Balasubrahmanyam,Chinna Thambi (Original Motion Picture Soundtrack),1991,59,0.678,0.368,0,-12.75,0,0.0365,0.896,0.0353,0.291,0.781,82.977,291391,4
6tE3NGkdyHGLjhoziZtxsH,Vinnil Vinmeen,Harris Jayaraj | Nikitha Harris,Kaappaan (Original Motion Picture Soundtrack),2019,18,0.469,0.313,0,-9.088,1,0.0275,0.823,5.65e-05,0.119,0.388,155.933,231039,4
5c60vQlpWRWB1uI4xheNY9,Madhurashtakam - Adharam Madhuram,Abhilasha Chellam | ,Jai Nandlal Gopala,2019,31,0.539,0.261,8,-11.382,0,0.0339,0.878,2.69e-06,0.0905,0.283,85.135,261882,4
2EShPUqGrIeASpjMCfGP1T,Ejamaan Kaladi,Malaysia Vasudevan | ,Ejjaman (Original Motion Picture Soundtrack),1993,30,0.681,0.736,10,-6.544,1,0.173,0.612,0.0,0.347,0.939,74.554,246570,4
3uiSUJ8dw0kf6MIZFnwnEu,Rajakumari Rajakumari,Sadhasivam V | ,Rajakumari Rajakumari,2023,2,0.701,0.771,7,-7.348,1,0.2,0.476,0.0,0.429,0.591,129.929,384207,4
6otJC3FtlUxAOVPaC6z4cN,Ammaadi Thookkamma,T. M. Soundararajan | P. Susheela,Kanni Thaai (Original Motion Picture Soundtrack),1965,0,0.438,0.366,7,-9.156,1,0.0417,0.991,0.914,0.253,0.599,71.649,207334,4
12PNcnMsjsZ3eHm62t8hiy,All I Do Is Win (feat. T-Pain  Ludacris  Snoop Dogg & Rick Ross),DJ Khaled | ,Victory,2010,71,0.545,0.781,10,-3.616,1,0.185,0.0139,0.0,0.161,0.277,150.097,232507,4
2dviQPe3xUZeAhURHzMDXf,Pataas Pilla,Anirudh Ravichander | ,DJ Tillu,2022,48,0.753,0.585,7,-10.9,1,0.258,0.267,0.0,0.116,0.514,150.034,192921,3
0M955bMOoilikPXwKLYpoi,I Hate Everything About You,Three Days Grace | ,Three Days Grace,2003,77,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,4
4FL8i7miD18FuMN08XGKcM,"Takkunu Takkunu - From ""Mr. Local""",Hiphop Tamizha | Anirudh Ravichander,"Takkunu Takkunu (From ""Mr. Local"")",2019,68,0.811,0.587,8,-10.091,1,0.0872,0.0829,0.0,0.173,0.758,110.027,212727,4
7jQhfMtUnIQFPa4qVkAqmu,You Like That,Chris Brown | ,Indigo,2019,56,0.478,0.629,5,-4.052,1,0.0425,0.0393,0.0,0.136,0.305,99.225,184800,4
26aA4zxAPhd7LVmI21BMfB,Parler à mon père,Céline Dion | ,Sans attendre,2012,55,0.669,0.765,1,-4.422,1,0.0519,0.596,0.0,0.111,0.844,92.008,173280,4
75qcdOY8pITnPH0HI2MMCT,The Queen,Jasmine J Walker | ,Chasing Freedom,2021,30,0.724,0.585,5,-9.948,0,0.259,0.0174,7.55e-06,0.094,0.339,149.929,169237,4
7Ewz6bJ97vUqk5HdkvguFQ,Heaven,Bryan Adams | ,Reckless (30th Anniversary / Deluxe Edition),1984,81,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,243360,4
3wYQPfZmcfBQ7ZJFaR0jMS,Appan Mavanae Vaada,Dharan Kumar | Silambarasan TR,Podaa Podi (Original Motion Picture Soundtrack),2012,49,0.724,0.809,5,-6.136,0,0.0528,0.139,0.0509,0.0882,0.841,75.004,383613,4
799D5XMET3PE1JVHdn6VK1,"En Jannal (From ""Chokkathangam"")",Hariharan | Sadhana Sargam,Hits of Hariharan,2013,23,0.724,0.817,11,-4.998,0,0.0384,0.429,0.0,0.285,0.946,141.935,285120,3
5516Fo5YISqWZVqda1Q6O4,Kalyaana Maalai,S. P. Balasubrahmanyam | ,Pudhu Pudhu Arthangal (Original Motion Picture Soundtrack),1989,58,0.515,0.471,1,-10.979,0,0.0297,0.977,0.537,0.32,0.692,151.502,279014,5
7owLKqcmqT3IS0oHyIND6F,Body Of Years,Mother Mother | ,O My Heart,2008,51,0.722,0.637,2,-4.348,1,0.0339,0.0113,6.73e-05,0.0802,0.563,117.063,278400,4
6L7AxwDGInZfHjpYvEyTXm,Neeyeunakku Endrum,T. M. Soundararajan | M.S.Raju,Bale Pandiya (Original Motion Picture Soundtrack),1962,9,0.621,0.71,5,-12.789,0,0.479,0.915,0.021,0.589,0.677,100.072,373427,4
1EAgPzRbK9YmdOESSMUm6P,Home,Phillip Phillips | ,The World From The Side Of The Moon,2012,73,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173,4
7sQJDTH7VfwERzHbUao0TB,What Ifs (feat. Lauren Alaina),Kane Brown | Lauren Alaina,Kane Brown (Deluxe Edition),2017,46,0.599,0.819,10,-3.833,1,0.0286,0.00982,0.0,0.171,0.663,125.989,188253,4
4HLU9eCUJJfXRzX0e67eNN,Nilavu Thoongum Neram - Duet,Ilaiyaraaja | S. P. Balasubrahmanyam,Kunguma Chimizh (Original Motion Picture Soundtrack),1985,49,0.489,0.324,5,-7.181,1,0.0292,0.927,0.00161,0.125,0.358,95.228,273867,3
4yQw7FR9lcvL6RHtegbJBh,Think,Aretha Franklin | ,Aretha Now,1968,69,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,139733,4
1B8dqIIK23FoFWJ5kk9gSl,Vasantha Mullai,Mani Sharma | Rahul Nambiar,Pokkiri (Original Motion Picture Soundtrack),2007,43,0.827,0.655,2,-7.361,0,0.258,0.161,5.31e-06,0.0688,0.825,82.924,255347,4
5ILHQlq88HWio0R7YdkLGZ,Willing To Die,Gin Wigmore | Suffa,Willing To Die,2015,33,0.639,0.792,5,-4.065,0,0.0385,0.0344,3.33e-06,0.361,0.584,99.985,195747,4
3FQCJI2t5LTbsRPfYVBSVB,Battle Symphony,Linkin Park | ,One More Light,2017,66,0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,4
6GomT970rCOkKAyyrwJeZi,Move Your Body,Öwnboss | Sevek,Move Your Body,2021,80,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
6vzB0fLO36rBofLurEaHjv,Muthu Mazhaiye,Devi Sri Prasad | Sagar,Mazhai (Original Motion Picture Soundtrack),2005,43,0.604,0.266,10,-10.777,1,0.0296,0.806,0.0,0.122,0.763,104.989,83693,4
2uqXfUERVBLa1heEoUTBlO,Thuli Thuli,Yuvan Shankar Raja | Haricharan,Paiya (Original Motion Picture Soundtrack),2010,65,0.709,0.528,7,-7.429,0,0.0309,0.256,0.00189,0.112,0.649,91.999,283347,4
7BBguH2ClKKq6uiWPy3seB,Whereabouts,Yumz Awkword | Kita Mahal,Do Great Things,2022,20,0.862,0.551,6,-11.94,0,0.227,0.367,0.000727,0.283,0.687,147.991,207621,4
7giOLnVogBHlKnQk259rtv,I’m Addicted,Madonna | ,MDNA (Deluxe Version),2012,31,0.655,0.725,11,-4.982,0,0.128,0.146,0.000275,0.125,0.505,125.974,273507,4
2DtPEKs3Pj7E06EoWW4vw8,Carnival of Rust,Poets of the Fall | ,Carnival of Rust,2006,57,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,262947,4
7iHHxY2NLlJRAmlAmC4ahQ,Stuck In A Dream (feat. Gunna),Lil Mosey | Gunna,Certified Hitmaker,2019,72,0.748,0.648,10,-6.445,0,0.0816,0.484,0.0,0.126,0.726,139.952,123560,4
14049SK9mH6Xcl4O4650xf,Wobble Up (feat. Nicki Minaj & G-Eazy),Chris Brown | Nicki Minaj,Indigo,2019,54,0.716,0.829,4,-4.311,1,0.271,0.14,0.0,0.137,0.704,190.038,221053,4
2FZSckcDZ5s04nkFWbzG9Z,Life With You,The Proclaimers | ,Life With You,2007,34,0.609,0.554,5,-6.322,1,0.0293,0.214,0.0,0.115,0.576,140.054,201973,4
1IO6MNVTpsEndspcvsLUP5,Manjal Veyil,Harris Jayaraj | Hariharan,Vettaiyaadu Vilaiyaadu (Original Motion Picture Soundtrack),2006,62,0.898,0.641,0,-8.233,1,0.0485,0.021,5.21e-05,0.201,0.902,119.976,353973,4
4lIXovO6D3uVG3WCQ2oJIA,Oru Dheivam Thantha Poove - Female,Chinmayi | P. Jayachandran,Kannathil Muthamittal (Original Motion Picture Soundtrack),2002,47,0.662,0.577,0,-11.298,1,0.0382,0.357,0.000182,0.11,0.435,103.992,395040,4
