id,name,artists,album,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4y9x8ktVGBmPd7OcvsVmUq,Chakku Chakku Vaththikuchi,Aadityan | Sujatha,Asuran (Original Motion Picture Soundtrack),1995,40,0.686,0.54,7,-20.198,1,0.404,0.0815,0.00195,0.204,0.773,192.128,269027,4
5UsLjwBaTHBX4ektWIr4XX,Forever,Drake | Kanye West,Relapse: Refill,2009,77,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02,357707,5
5EEIhsBNnMuVUzNAGeyoBS,When the War Is Over,The Next Step | Jena Gogo,Songs from the Next Step: Season 2,2014,41,0.513,0.809,9,-6.699,0,0.0834,0.128,0.00101,0.226,0.379,130.065,158769,4
0JgkerFGp3uTpSe0UsAO2s,Edhukku Machan,N.R. Raghunanthan | Velmurugan,Mapla Singam (Original Motion Picture Soundtrack),2015,44,0.904,0.754,10,-5.048,0,0.248,0.382,0.0,0.0761,0.953,115.045,317787,4
3uUsTZrErnyYfBe20Q94mN,Vaadaamalarae,Bhanumathi Ramakrishna | T. M. Soundararajan,Ambikapathi (Original Motion Picture Soundtrack),1957,0,0.46,0.337,2,-9.777,0,0.0753,0.918,0.936,0.143,0.881,87.231,159520,4
5QDGKcQLqOJvoiu8eScEaM,Let Em' Know,Bryson Tiller | ,T R A P S O U L,2015,78,0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551,261880,4
3hw8PYyl8ZCea8A5vdTBqN,Thegam Sirakadikkum,Jayachandran | Chithra,Naane Raja Naane Mandhiri (Original Motion Picture Soundtrack),1985,8,0.538,0.537,0,-8.031,0,0.0517,0.715,0.00128,0.0676,0.83,183.84,274147,3
37d29lCLU4u8DQcgWOxa86,Everything (feat. Sean Rodman),Gone Gone Beyond | Sean Rodman,2030,2021,39,0.627,0.447,7,-12.545,1,0.0283,0.761,0.00456,0.381,0.169,109.012,251013,4
2CUsUUpzLh8pe1smaDvDUu,Valaiyosai Kalakala,Lata Mangeshkar | ,Play That Beat Mr.Raja #1,2012,60,0.789,0.49,0,-6.917,1,0.0491,0.838,0.0252,0.2,0.454,125.413,268222,4
0q1EKlkbBzsX5Eqq8QiRYH,Gentleman,OR3O | ,Clover,2021,34,0.622,0.955,0,-4.424,1,0.176,0.000479,0.552,0.268,0.559,120.033,150677,4
2kFaEZJM9coKfesI5LOaPJ,Neethoney Dance,Hiphop Tamizha | Nikhita Gandhi,Dhruva,2016,58,0.811,0.962,2,-2.719,1,0.0484,0.113,0.0,0.4,0.876,119.973,194830,4
4JHCJvucDxkCU7pzbFRHta,Madonna,Ralph Essex | ,Madonna,2023,26,0.659,0.794,2,-9.17,1,0.112,0.457,0.889,0.147,0.355,99.984,450979,4
03UhIaH494YG0RCiKnMj2O,"Moruniye (From ""Chandramukhi 2"")",M. M. Keeravani | S.P. Charan,"Moruniye (From ""Chandramukhi 2"")",2023,52,0.709,0.914,10,-6.795,0,0.36,0.33,0.0,0.0754,0.486,150.08,267185,4
4BKxQQcll17isb1T6OL3fo,This Nearly Was Mine,Emile De Becque | ,South Pacific (Original Soundtrack Recording),2000,31,0.226,0.263,0,-13.76,1,0.0455,0.984,0.947,0.156,0.0448,138.492,129933,1
2fYA7hgnj5IAgx7c6Rhn33,Oorai Therinchikitten,K. J. Yesudas | ,Padikkathavan (Original Motion Picture Soundtrack),1985,55,0.658,0.699,9,-7.989,0,0.0329,0.808,2.04e-06,0.141,0.907,142.319,248607,4
1oR4SCGxDCZaTfVs84tfa4,Karu Karu Karupayi,Deva | Unni Menon,Eazhaiyin Sirippil (Original Motion Picture Soundtrack),2000,69,0.72,0.614,5,-8.551,0,0.428,0.0133,0.000872,0.158,0.608,124.132,313753,4
1gxB37MJj248LtANpH9t7y,grouper poison tree slowed,tonyjesusxo | ,grouper poison tree slowed,2022,53,0.0995,0.046,6,-28.865,1,0.0365,0.942,0.907,0.0999,0.154,70.147,265104,4
6yxXPjFdAGOhv0diL81YLu,Maara Theme (Tamil),G. V. Prakash | Suriya,Soorarai Pottru (Original Motion Picture Soundtrack),2020,48,0.595,0.929,1,-9.953,1,0.102,0.193,0.68,0.219,0.112,82.534,70000,3
3XhhXPBUI2BKs8FTOOdHfR,I Should Have Married You,Old Dominion | ,I Should Have Married You,2023,62,0.634,0.813,10,-6.118,1,0.069,0.0786,0.0,0.18,0.828,97.038,163533,4
7MkysLvt3L8UFji2PceoFU,Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky | Brendon Urie,Professional Rapper,2015,65,0.829,0.514,7,-6.694,1,0.037,0.203,0.000157,0.115,0.397,114.955,244340,4
6P8dmbcOEz7XPFQjd1V6d5,Nesamaguren,Stephen Zechariah | Saindhavi,Nesamaguren,2021,61,0.413,0.419,3,-10.592,0,0.0314,0.602,0.000113,0.13,0.264,149.658,263600,3
5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy,Bebe Rexha | ,I'm Gonna Show You Crazy,2014,63,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4
27nzJVsvXqXyeMIcVxvB54,Chola Chola,Sathyaprakash | VM Mahalingam,Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack),2022,64,0.623,0.655,5,-9.998,0,0.203,0.304,0.0,0.18,0.749,99.739,219638,4
1baHxgYktT8eDdmtTozJF9,Enjoy Enjaami,Dhee | Arivu,Enjoy Enjaami,2021,60,0.856,0.709,3,-7.432,0,0.222,0.349,0.000209,0.225,0.856,110.009,279500,4
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez | ,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018,77,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,4
5XivnLj0dH0lIQByoC4ujL,"Velli Malare (From ""Jodi"")",S. P. Balasubrahmanyam | Mahalakshmi Iyer,S.P.Balasubramaniyam Hits,2014,59,0.535,0.86,11,-1.167,0,0.173,0.429,0.0,0.155,0.636,172.025,389185,4
3UcW05dm5uado76Boihad9,Varalaama,Sriram Parthasarathy | ,Sarvam Thaala Mayam,2020,30,0.445,0.565,5,-10.683,1,0.0488,0.277,0.0,0.0749,0.348,139.895,286536,4
2nm6Ftk3fbkAjprFf7SqNi,Raasithan,K. S. Chithra | S. P. Balasubrahmanyam,En Aasai Machan (Original Motion Picture Soundtrack),1994,39,0.54,0.524,9,-6.482,1,0.0304,0.45,0.000139,0.142,0.739,146.441,305147,4
4IUGuoJ41g5fLIqsO1MJoU,"Ilamai Thirumbudhe - From ""Petta""",Anirudh Ravichander | ,Petta (Original Motion Picture Soundtrack),2018,62,0.395,0.425,7,-7.616,0,0.0625,0.719,0.0,0.175,0.457,167.863,217000,4
4XWtuvi8QuxnFpgfoPjwdy,When Love Calls Your Name,Cher | ,Love Hurts,1991,26,0.581,0.587,7,-10.468,1,0.0324,0.455,0.0,0.045,0.321,103.54,210200,4
0fnspEOezrRBAseCF4DjlC,Aariro Aarariro,Goutham Vincent | Delsy Ninan,Aariro Aarariro,2020,41,0.605,0.198,10,-13.332,1,0.0312,0.84,5.43e-05,0.107,0.543,108.955,84771,4
0KuVYY7tHWcwbvR0FSwrEo,Chandrakala,Hariharan | Rita Thyagarajan,Adhurs,2009,46,0.522,0.482,7,-12.007,1,0.288,0.0446,0.00322,0.277,0.604,179.85,253360,4
4zTC9Wy4tMWvXeRaJwTHqH,Vaanam Mella,Ilaiyaraaja | Bela Shende,Neethaane En Ponvasantham (Original Motion Picture Soundtrack),2012,51,0.655,0.434,5,-8.585,0,0.0306,0.68,0.0134,0.175,0.509,111.94,362893,4
3jfJGmE6Tvanjyaobx4QDi,Yedho Yedho,A.R. Rahman | Karthik,Enakku 20 Unakku 18 (Original Motion Picture Soundtrack),2003,21,0.582,0.739,8,-9.6,1,0.0558,0.0319,0.000923,0.0883,0.613,91.015,348200,4
0nd1Vs5BIoIU4TJlzR8KVB,Faith - Remastered,George Michael | ,Faith,1987,64,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4
5n2N3L2S7EKqHiOmalMz1m,"Papa Papa (From ""Bairavaa"")",Thalapathy Vijay | Priyadarshini,Diwali Blockbuster (Tamil Hits),2022,27,0.647,0.887,6,-4.323,1,0.377,0.327,2.12e-05,0.0803,0.906,79.522,246224,4
7wjBwAluL9BfyXwQUb1iaR,Nibuna Nibuna,Srikanth Deva | Sadhana Sargam,Kuthu,2004,27,0.717,0.578,1,-7.297,0,0.0329,0.183,8.53e-05,0.0938,0.579,135.009,338444,4
6mYfEGsYbXr8OsGVi2xoyg,Yelomia,D. Imman | Sunidhi Chauhan,Valiyavan (Original Motion Picture Soundtrack),2015,26,0.606,0.647,10,-4.545,0,0.0347,0.613,0.0,0.0938,0.423,125.05,249599,4
1k1TYnOyqus6URRlENhmB6,Destin,Céline Dion | ,D'Eux,1995,55,0.67,0.834,7,-4.576,1,0.0272,0.152,6.93e-05,0.207,0.684,130.188,254773,4
2SgvJW8CRVNWPgaEpvtXP3,Bad Bunnies,Desmond LeVox | ,Bad Bunnies,2020,17,0.761,0.765,6,-2.209,1,0.0481,0.0147,0.000628,0.11,0.683,99.013,186667,4
61EuOHKJepAeaXUTGUqfH4,Sol Del Sur,Sun Room | ,Sol Del Sur,2020,60,0.557,0.603,11,-12.043,1,0.029,0.00191,0.171,0.0887,0.765,122.07,145299,4
1RzUVImXNzYx87PpmMEdhQ,Kadhal Piriyamal,Kamal Haasan | ,Panchathanthiram (Original Motion Picture Soundtrack),2002,16,0.618,0.629,10,-13.487,0,0.0304,0.0258,0.000138,0.0668,0.625,98.992,358027,4
3Z9b4rZakWkg5rOv6Xl6D6,Parthen Rasithen,Yugendran | Reshmi,Parthen Rasithen (Original Motion Picture Soundtrack),2013,44,0.786,0.724,5,-5.873,0,0.0517,0.162,9.59e-06,0.0306,0.894,93.062,316604,4
0GGxVTb0UwDwdaKNjBdCn3,Woman - Remastered 2010,John Lennon | ,Double Fantasy: Stripped Down,1980,73,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
0QWvnpH7daskoXwKa59xGT,Outlaw Blues,Bob Dylan | ,Bringing It All Back Home,1965,38,0.655,0.71,9,-10.877,1,0.0281,0.724,6.76e-06,0.13,0.886,89.658,184267,4
5zyJhjtfdbEokOYBYwn7VB,Naalai Namathe  Pt. 1,T. M. Soundararajan | S. P. Balasubrahmanyam,Naalai Namathe (Original Motion Picture Soundtrack),1975,13,0.284,0.669,5,-10.1,0,0.0768,0.829,0.0429,0.219,0.604,144.769,292880,4
5Toj8uGqy5Tyb6nXxPU3RD,Aaromale,A.R. Rahman | Alphons Joseph,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),2010,49,0.636,0.67,9,-6.693,1,0.0307,0.128,0.00401,0.104,0.522,140.092,346160,4
402tkgRtRsBEv9roh8Frhk,Maatikichu,V.M. Mahalingam | ,Meesaya Murukku (Original Motion Picture Soundtrack),2017,50,0.545,0.985,9,-2.272,0,0.289,0.0486,0.0,0.269,0.871,180.014,197908,3
5OcuwbMim2wXf05xGWJtaU,Kadhal Kanave,Sean Roldan | Pradeep Kumar,Mundasupatti (Original Motion Picture Soundtrack),2014,56,0.584,0.562,2,-5.35,1,0.0275,0.435,1.04e-05,0.254,0.171,90.105,248211,4
2qQYmjXYPmFPGzuIHeVWar,I'm a Man - 2002 Remaster,Chicago | ,Chicago Transit Authority,1969,46,0.55,0.947,8,-6.983,1,0.0735,0.000596,0.0177,0.0999,0.61,127.609,462760,4
379pQhTWVBdSEe8cfUmlHy,"Kennedy Center Performance - From ""Pitch Perfect 2"" Soundtrack",The Barden Bellas | ,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),2015,45,0.601,0.825,2,-4.161,1,0.067,0.646,0.0,0.882,0.747,130.107,146347,4
2oQAU31P8ySn8VVm1R4VDL,Poththi Vachcha,S. P. Balasubrahmanyam | S. Janaki,Mann Vasanai (Original Motion Picture Soundtrack),1983,54,0.547,0.347,6,-14.091,1,0.0362,0.159,0.00318,0.183,0.742,116.748,258480,3
7lnRiEP7BHXuILXNY9MH8f,Otha Sollaala,G. V. Prakash | Velmurugan,Aadukalam (Original Motion Picture Soundtrack),2010,69,0.707,0.925,4,-5.675,0,0.185,0.681,0.000393,0.0748,0.956,79.932,238987,4
6wVOOB9VyG0udgj4xhYWhq,Rangola,Shankar Mahadevan | Sujatha,Ghajini (Original Motion Picture Soundtrack),2005,58,0.796,0.89,4,-7.742,0,0.0788,0.074,7.95e-06,0.0426,0.965,112.043,266040,4
6GXNJoGJ1ih7EczlabuzS2,Nice Work If You Can Get It - 1990 Remaster,Bud Powell Trio | ,The Roost Sessions (1990 Remastered Version),1990,54,0.497,0.32,8,-19.667,1,0.0385,0.976,0.896,0.129,0.922,130.689,140293,4
69LZRWOzjBJAnlxi0OaMT8,Kiss It Goodbye,Nickelback | ,Here and Now,2011,45,0.658,0.903,4,-3.759,1,0.0281,1.7e-05,0.057,0.313,0.911,109.78,215027,4
7MTU9sI9DuOX4cabpy7sVy,Nenjai Poopol,Harish Raghavendra | ,Minnalae (Original Motion Picture Soundtrack),2001,56,0.576,0.274,9,-13.531,0,0.0327,0.455,0.0,0.0842,0.404,85.969,61120,4
5RcvlmVx2xtFcp2Ta5pw7X,Someone To Watch Over Me,Ella Fitzgerald | ,Ella Sings Gershwin,1950,55,0.354,0.0851,7,-13.738,1,0.0345,0.99,4.49e-06,0.123,0.197,97.684,196667,1
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,Evanescence | ,Fallen,2003,87,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
36Pxe4vwBPeUvmQOBHjsNM,Somebody Cares,Chris Rhodes | ,Somebody Cares,2021,20,0.639,0.634,9,-5.799,1,0.0376,0.656,3.03e-05,0.143,0.37,115.042,217767,4
36BLeabugwStiXhGHtYY1D,The Same December,Prince | ,Chaos and Disorder,1996,19,0.463,0.962,4,-4.0,1,0.0619,0.048,2.18e-06,0.615,0.776,123.181,204107,4
3p4vXmvE970zZSZUF0GUnT,Dailamo Dailamo,Vijay Antony | Sangeetha Rajeshwaran,Dishyum (Original Background Score),2006,61,0.814,0.663,6,-7.802,0,0.0565,0.121,0.0,0.587,0.815,125.03,267667,4
4sCcDvX30uu39ozvxcRsqB,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",Hiphop Tamizha | Christopher Stanley,"Vilambara Idaiveli (From ""Imaikkaa Nodigal"")",2018,68,0.631,0.818,9,-3.922,1,0.0338,0.11,0.0,0.091,0.551,108.065,273397,4
4v2zdPDW4f6tIUBCaoxxyi,Paal Pappali,Harris Jayaraj | Naveen,Sathyam (Original Motion Picture Soundtrack),2008,35,0.558,0.796,0,-8.65,1,0.12,0.338,8.24e-05,0.0436,0.788,142.079,349100,4
2xDHUsWEsH33sKbFqDZPFj,Emit Remmus,Red Hot Chili Peppers | ,Californication (Deluxe Edition),1999,51,0.354,0.964,5,-1.822,0,0.0973,5.08e-05,0.203,0.326,0.526,113.079,240200,4
2uTqHRnm3iPO6b84MqBvfc,"High Society Calypso (From ""High Society"")",Louis Armstrong | Edmond Hall,Simply... Satchmo!,2020,25,0.758,0.51,3,-11.326,1,0.175,0.91,0.0,0.17,0.602,141.143,130903,4
0xttqqTj7ZAGyVkfOYxQ4F,Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander | Vijay Yesudas,3 (Original Motion Picture Soundtrack),2011,72,0.665,0.596,9,-6.969,0,0.0278,0.293,3.67e-05,0.247,0.644,110.055,264507,4
2WpxMJwXbM0iQnSozptqy4,Jangal,Ka Wadhwa | ,Jangal,2023,58,0.0772,0.0689,2,-28.014,1,0.0505,0.817,0.899,0.111,0.0385,81.983,202500,4
2KvhjbZPPtNXTB6wib1rXB,Mind brand,Maretu | ,Coin locker Baby,2016,63,0.51,0.963,10,-2.662,0,0.0523,0.00806,0.000151,0.175,0.57,155.976,259231,4
0ZFqB9g2FujbmMSrjqsL3j,Ben - Single Version,Michael Jackson | ,Ben,1972,56,0.435,0.161,5,-10.84,1,0.0298,0.911,0.000214,0.113,0.291,136.166,167387,4
3DDYWGvWmTPfvrXZHqqFe8,Baby By Me - Benny Benassi Remix,50 Cent | ,Baby By Me,2010,32,0.624,0.734,0,-5.184,0,0.269,0.013,1.25e-05,0.247,0.327,190.072,236160,4
55DzQ63e2ar3QvEoejCk0I,Ayirathil Oruthiyamma,T. M. Soundararajan | ,Kaikodutha Deivam (Original Motion Picture Soundtrack),1964,18,0.377,0.446,6,-9.52,0,0.0377,0.974,0.0055,0.196,0.499,99.988,223053,4
0GvhHQbWSnGltjl0je61dI,Mystery Train,Elvis Presley | ,For LP Fans Only,1959,49,0.699,0.514,4,-12.61,1,0.0315,0.587,0.029,0.22,0.63,120.758,144947,4
1IzJxbARcQrOWMZgPw1PNj,Go Hard,Lil Baby | ,Go Hard,2023,74,0.849,0.581,6,-5.464,0,0.261,0.0178,0.0,0.092,0.274,142.015,217610,4
19pRrxOQCRg8j0uQxe2d0V,"Vannarapettayila (From ""Maaveeran"")",Sivakarthikeyan | Aditi Shankar,"Vannarapettayila (From ""Maaveeran"")",2023,49,0.956,0.674,7,-7.752,1,0.113,0.363,0.000356,0.124,0.766,104.974,208100,4
3fTzNSr8CmNatzO9eoryW6,Pattikadaa Pattinama,T. M. Soundararajan | L. R. Eswari,Maattukara Velan (Original Motion Picture Soundtrack),1981,4,0.517,0.564,0,-8.13,1,0.34,0.899,0.000353,0.571,0.813,199.389,199200,3
6j6dPbsADe1gegwVXqrwEt,Bailalo Lento,Raylin Fv | ,Decidido,2023,22,0.872,0.255,6,-9.205,0,0.356,0.194,0.366,0.115,0.437,91.02,200713,4
5w52BJAqGkV1ewaCVLmjhi,Smoke Signals,Phoebe Bridgers | ,Stranger in the Alps,2017,65,0.265,0.237,10,-14.599,1,0.0351,0.945,0.000267,0.112,0.19,87.912,324773,1
28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion | ,Falling into You,1996,76,0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,273667,4
5yzGDlJdj0pQpaTL7iczAy,Dhil Dhil Dhil Manadhil Dhal Dhal,S. P. Balasubrahmanyam | P. Susheela,Mella Thirandhadhu Kadhavu (Original Motion Picture Soundtrack),1986,46,0.675,0.473,8,-8.87,1,0.0826,0.855,0.0123,0.491,0.836,83.406,281080,3
4AYtqFyFbX0Xkc2wtcygTr,Soon You’ll Get Better (feat. The Chicks),Taylor Swift | The Chicks,Lover,2019,73,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4
0HCnj7pfrvshnocOJUFeit,Top Off,Gunna | ,Drip Season 3 (Deluxe),2018,68,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,4
2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,Adam Lambert | ,For Your Entertainment,2009,64,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,227320,4
0wSXz0wloKw82u0L3bDXvS,Thilaana Thilaana,A.R. Rahman | Mano,Muthu,1995,46,0.782,0.733,0,-9.442,1,0.155,0.194,0.00053,0.298,0.623,105.767,383640,4
4bxqHYS6YYr84pzvh09uYN,Chandirane Suriyane (V-1),Adithyan | Vairamuthu,Amaran (Original Motion Picture Soundtrack),2023,4,0.703,0.758,4,-2.081,0,0.0455,0.0781,5.6e-06,0.253,0.526,129.295,277854,3
0mSxHkAKB6JR8Y3IX20H3n,About You,KREAM | ,About You,2020,60,0.711,0.82,8,-6.171,1,0.0477,0.00116,0.48,0.302,0.733,124.983,159400,4
5BtlyYvFwjNSUT6nMYW0Rk,Scarlet Pussy,Prince | ,The Hits / The B-Sides,1993,19,0.964,0.419,1,-11.18,0,0.175,0.293,3.17e-06,0.0741,0.718,103.557,258840,4
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers | ,Memories...Do Not Open,2017,77,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4
2dxfyqdrI8XVOT3H1YcOsU,A Great Day for Freedom,Pink Floyd | ,The Division Bell,1994,52,0.386,0.348,0,-12.239,1,0.0291,0.626,0.00123,0.236,0.265,84.376,256986,3
5b1zcET4JFw1BHh8rsjHq3,Thangamey,Anirudh Ravichander | ,Wunderboy Anirudh,2016,66,0.583,0.901,2,-5.785,1,0.0739,0.48,0.0,0.248,0.618,99.927,262540,4
23l1kVpqMVREiwU1YAlcr4,I Guess That's Why They Call It The Blues,Elton John | ,Too Low For Zero,1983,73,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285333,3
1VByxvbhbAwdQ2kDienqyo,Poojaiketha Poovithu,Gangai Amaran | K. S. Chithra,Neethana Antha Kuyil (Original Motion Picture Soundtrack),1984,50,0.538,0.434,6,-11.668,0,0.085,0.929,0.0651,0.157,0.759,152.204,267093,3
7DVuGLrkpXNik5aUIiJ5Yu,Indha Maan,Ilaiyaraaja | K. S. Chithra,Karakattakkaran (Original Motion Picture Soundtrack),1989,50,0.674,0.311,10,-11.729,0,0.0271,0.886,2.95e-05,0.107,0.595,93.744,275575,3
5BpM4hKTWOmuu1rfUpvQMT,Chinna Chinna Vanna Kuyil,S. Janaki | ,Mouna Ragam (Original Motion Picture Soundtrack),1986,58,0.698,0.376,1,-8.936,0,0.0324,0.875,0.000155,0.0544,0.703,117.831,266066,3
4J7qoSomu895rsMzFA3CLy,The Day Is Past And Gone - Remastered/2019,Aretha Franklin | ,Songs Of Faith: Aretha Gospel,1956,14,0.184,0.298,10,-8.236,1,0.0319,0.965,0.0355,0.138,0.127,77.533,297027,5
7Fa7EcDrcGw2SUh8WjX3zo,Watermelon Moonshine,Lainey Wilson | ,Bell Bottom Country,2022,73,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,208853,4
0pCNNLJjW3VXiHRgrPONEr,Soar,Christina Aguilera | ,Stripped,2002,41,0.413,0.779,5,-3.315,0,0.123,0.39,2.19e-06,0.353,0.271,118.497,285440,5
7vERhzm3ep1mgFzqQw6wHh,How Would You Know,The Grogans | ,Just What You Want,2019,52,0.67,0.659,0,-6.63,1,0.0285,0.00693,2.78e-05,0.0976,0.259,117.089,183397,4
4I62FSgKZ9ucNajFmAu93G,Un Mele Oru Kannu,D. Imman | Jithin Raj,Rajinimurugan (Original Motion Picture Soundtrack),2015,56,0.787,0.699,2,-4.364,0,0.0345,0.474,0.0,0.0989,0.553,122.032,271475,4
1JDlZjZMEwzdto0qAUBlT7,Neelaravil,K. J. Yesudas | Minmini,Kudumbasametham (Original Motion Picture Soundtrack),1992,47,0.364,0.394,2,-9.325,1,0.0531,0.708,0.000125,0.185,0.521,166.941,324624,3
5w8PL2MankfhH1Q7krIOSw,All That (feat. Bun B),Mac Miller | Bun B,I Love Life  Thank You,2022,46,0.61,0.662,6,-5.251,0,0.255,0.359,0.0,0.121,0.379,86.047,196421,4
7hMKAmUlUUYa5qEiHWK4bk,Pookkal Pookkum,G. V. Prakash | Roop Kumar Rathod,Madharasapattinam (Original Motion Picture Soundtrack),2010,71,0.589,0.424,4,-12.006,0,0.0359,0.844,0.00381,0.169,0.561,119.823,396467,4
6HGf1xWwfRXPrjsRRygAPX,These Are the Special Times,Céline Dion | ,These are Special Times,1998,38,0.606,0.479,6,-6.627,1,0.0326,0.338,0.0,0.146,0.156,119.923,247840,4
1RELi2PAALieeqYmhWYPkb,Sollaayo Sola Killi,A.R. Rahman | S. P. Balasubrahmanyam,Alli Arjuna (Original Motion Picture Soundtrack),2002,49,0.623,0.445,8,-15.623,1,0.0878,0.0613,0.000366,0.155,0.654,155.886,396773,4
3KSFUTxxJ2XqyrQkNwY7y8,Get Over It,Eagles | ,Hell Freezes Over (Remaster 2018),1994,52,0.507,0.915,2,-4.579,1,0.0953,0.051,0.000495,0.291,0.61,164.966,211720,4
2Nfd2ITp4WkI1aoZlYpZwg,I'm so Groovy,Future | ,FUTURE,2017,58,0.938,0.478,1,-9.739,1,0.265,0.0418,0.00884,0.0801,0.386,138.059,261752,4
0j6br0IKvYD1SyVDK3z6vo,Penne Penne,G. V. Prakash | Bhavatharini,Irumbu Kuthirai (Original Motion Picture Soundtrack),2014,40,0.618,0.418,7,-9.416,1,0.041,0.277,0.00061,0.115,0.652,179.919,357000,3
4DaR9uc7re3CVfEMNLS8A6,"Thozhiya (From ""Kadhalil Vizhundhen"")",Harish Raghavendra | Sri Charan,Idhu Kadhal Varum Samayam Love Songs,2013,35,0.695,0.893,8,-2.09,1,0.051,0.507,0.0,0.103,0.849,96.034,296541,4
4pYqXPkj0LQmKkNTKfgttd,Lucka Maattikkichi,D. Imman | Dholak Gana Jagan,Vasuvum Saravananum Onna Padichavanga (Original Motion Picture Soundtrack),2015,48,0.626,0.883,0,-4.148,0,0.447,0.132,0.0,0.164,0.75,120.027,279999,4
5ioim571X6pB3yWJXMksf7,Dippies,Mr. Green | ,Classic Beats  Vol. 1,2009,6,0.724,0.255,11,-12.666,0,0.119,1.88e-05,0.728,0.164,0.723,185.983,168827,4
0QBuP7vvKyoGAMlUBDJVWn,Ambikapathy,A.R. Rahman | Naresh Iyer,Ambikapathy (Original Motion Picture Soundtrack),2013,59,0.676,0.702,6,-8.891,0,0.0455,0.255,1.99e-05,0.114,0.627,113.006,256360,4
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee | Snow,Con Calma,2019,80,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
3Pex5hg8ycKxzfKJFYIaiE,Must Have Snacks,JStu | Hyper Fenton,Must Have Snacks,2019,36,0.913,0.513,1,-9.46,1,0.198,0.0175,0.0,0.275,0.293,90.038,218880,4
0wb4yG8GfIbDKAe2SPAy53,Touch You,Roy Woods | ,Touch You,2021,35,0.785,0.342,1,-7.755,1,0.0537,0.695,0.0,0.111,0.583,102.986,158738,4
6jI6sujyu6aHmnAOZTvqz3,Blackman Redemption,Bob Marley & The Wailers | ,Confrontation,1983,58,0.903,0.408,0,-9.425,1,0.19,0.421,0.00248,0.0545,0.736,125.815,213533,4
4lMcCEO04QiR4zAAhidqvd,Dear Walter…,Jeff Dunham | ,Arguing with Myself,2019,28,0.416,0.982,6,-8.675,1,0.91,0.905,1.47e-06,0.782,0.0828,83.329,429800,4
6Dyjf4ZYNn7r0V5n7C6eOI,Les chemins de ma maison,Céline Dion | ,Du soleil au coeur,1983,16,0.444,0.476,5,-7.552,1,0.0265,0.754,0.000103,0.0678,0.389,133.623,260067,4
0GRzZ2o5LtYDEOUNjbzTUa,Those Kinda Nights (feat. Ed Sheeran),Eminem | Ed Sheeran,Music To Be Murdered By - Side B (Deluxe Edition),2020,48,0.805,0.637,4,-6.29,0,0.337,0.0285,0.0,0.0919,0.388,103.886,177693,4
6XobnBxrzPNLdfEi7EdWTF,Kaadhal Cassata,Natarajan Sankaran | Sathyaprakash,Kappal (Original Motion Picture Soundtrack),2014,19,0.798,0.61,4,-5.589,0,0.0492,0.418,0.0,0.0998,0.722,139.955,248453,4
4pamtQ2nk538ljeuc8q6T3,Original Sin,INXS | ,Original Sin,2021,44,0.689,0.629,9,-7.262,1,0.0384,0.0127,0.000213,0.0579,0.745,131.536,318547,4
